146	854	R
57	855	R
124	860	R
55	863	W
59	865	R
74	866	R
36	868	R
110	873	W
20	874	W
84	879	W
108	881	W
39	882	R
104	887	R
73	892	W
144	897	R
122	899	W
79	901	R
12	905	R
129	908	R
134	911	W
131	913	R
130	914	R
27	918	W
136	919	R
42	924	R
96	925	R
102	926	R
144	930	R
75	932	W
116	933	W
148	935	R
122	940	R
88	945	R
114	947	W
40	949	W
147	950	R
4	953	W
36	954	R
96	959	W
15	960	W
149	963	R
141	965	R
53	967	R
33	969	R
141	973	R
94	976	R
129	981	R
92	984	R
84	987	R
111	992	R
67	996	R
68	998	W
40	1000	R
57	1002	W
124	1005	W
62	1006	W
108	1011	W
29	1015	R
40	1017	R
18	1018	R
9	1023	R
128	1028	W
138	1031	R
130	1033	W
82	1036	W
107	1037	W
65	1038	W
128	1043	W
126	1044	R
71	1048	R
93	1051	R
11	1052	W
107	1055	W
23	1056	R
141	1060	W
121	1064	R
145	1069	W
89	1071	W
25	1076	R
78	1079	W
38	1084	R
105	1085	R
114	1086	R
122	1087	W
94	1091	W
8	1096	R
33	1100	R
48	1105	R
138	1110	R
113	1115	W
92	1119	W
15	1121	W
59	1124	W
42	1125	R
42	1130	W
112	1135	W
30	1136	W
22	1141	R
19	1142	W
24	1145	R
33	1146	R
132	1149	R
4	1154	R
118	1157	R
18	1158	R
92	1159	W
4	1160	R
44	1165	W
20	1167	R
68	1169	W
6	1172	W
101	1175	R
47	1179	R
20	1181	R
20	1184	R
97	1189	R
117	1192	W
106	1193	W
27	1197	R
92	1202	R
14	1205	R
28	1210	R
9	1211	R
80	1214	W
4	1218	R
78	1223	R
14	1224	R
46	1229	R
71	1234	W
67	1236	R
94	1241	R
29	1243	W
110	1248	R
127	1249	R
13	1251	R
136	1256	W
18	1258	W
74	1262	W
73	1265	R
17	1270	R
66	1274	W
133	1276	R
67	1281	W
107	1283	W
35	1288	R
51	1290	R
94	1292	W
18	1293	R
68	1298	W
44	1299	R
96	1302	W
25	1303	R
50	1308	W
50	1310	W
100	1311	W
134	1313	W
146	1315	R
89	1316	R
91	1317	R
103	1320	W
3	1321	W
47	1323	R
108	1326	W
100	1327	W
137	1330	W
142	1335	W
37	1339	W
88	1342	W
99	1345	W
121	1346	W
55	1349	W
140	1352	W
78	1353	W
68	1358	W
150	1360	W
39	1364	R
36	1365	R
21	1370	R
86	1373	R
66	1375	W
98	1377	W
143	1382	W
147	1384	R
127	1387	W
54	1388	R
105	1390	R
1	1392	W
119	1396	R
119	1401	W
75	1405	W
114	1408	W
40	1413	W
44	1417	W
117	1419	R
28	1424	R
102	1427	R
80	1432	W
112	1437	R
142	1441	R
137	1445	R
75	1447	W
52	1450	W
60	1453	W
13	1458	R
55	1459	W
79	1462	W
58	1464	W
7	1466	W
100	1468	W
141	1473	W
56	1478	R
59	1483	W
11	1487	W
53	1490	W
114	1493	W
40	1496	R
37	1498	W
116	1501	W
2	1506	W
144	1507	R
104	1508	W
87	1510	R
95	1511	W
50	1515	W
69	1520	W
98	1523	W
2	1525	R
6	1526	R
54	1528	R
94	1530	W
148	1533	R
64	1534	W
42	1537	R
35	1538	R
83	1541	R
116	1543	W
78	1544	R
83	1545	W
101	1548	R
115	1550	W
110	1552	W
123	1554	R
28	1557	R
91	1559	R
86	1563	R
111	1568	R
74	1572	R
107	1577	R
79	1582	W
137	1587	W
105	1588	W
71	1591	W
119	1594	R
24	1595	R
109	1598	R
74	1603	W
140	1608	W
8	1611	W
82	1612	R
100	1614	R
12	1616	R
145	1617	W
73	1619	W
145	1620	W
139	1625	R
29	1626	W
87	1631	R
133	1633	R
107	1638	R
99	1639	R
135	1641	R
130	1646	R
19	1647	R
146	1648	R
110	1652	W
109	1653	R
29	1658	W
146	1659	W
88	1661	W
112	1663	R
79	1666	W
51	1668	R
33	1669	W
100	1670	W
66	1674	R
108	1675	W
62	1678	R
88	1683	W
15	1685	R
146	1687	R
95	1691	R
131	1695	W
61	1700	W
147	1702	W
80	1707	W
9	1710	R
83	1713	R
18	1716	W
91	1720	R
141	1723	R
60	1726	W
122	1731	W
139	1732	W
105	1733	R
23	1734	R
5	1739	W
58	1740	W
16	1744	W
4	1748	R
148	1749	W
107	1754	W
1	1755	W
30	1756	W
68	1759	R
29	1761	R
127	1764	W
10	1767	W
41	1770	W
117	1775	W
33	1779	R
131	1784	R
112	1787	R
76	1790	R
46	1791	W
36	1793	W
95	1796	W
39	1797	W
31	1801	R
146	1803	W
23	1804	W
33	1805	R
110	1806	R
138	1811	R
150	1815	W
44	1817	W
36	1818	R
137	1821	W
140	1826	R
20	1828	R
77	1829	W
147	1831	R
14	1835	R
10	1836	R
45	1837	W
137	1839	W
141	1840	W
102	1845	R
113	1847	W
3	1850	R
38	1855	W
84	1859	R
45	1861	R
130	1866	W
57	1867	W
48	1870	R
60	1875	W
115	1877	R
7	1878	W
123	1879	R
44	1882	W
54	1885	R
131	1887	W
140	1888	W
130	1891	R
112	1892	W
135	1894	W
37	1899	W
82	1904	R
127	1907	W
17	1908	W
65	1912	R
69	1914	W
87	1915	R
109	1916	W
120	1920	W
110	1921	W
134	1923	R
49	1928	R
12	1929	R
81	1933	R
36	1934	R
26	1936	R
83	1939	W
73	1941	R
62	1943	W
60	1948	W
81	1952	R
122	1953	R
111	1956	W
7	1960	R
110	1964	R
57	1967	W
126	1972	W
47	1974	W
141	1976	R
79	1977	R
9	1978	W
106	1982	R
51	1985	W
53	1990	W
131	1994	R
125	1996	W
73	1998	R
49	1999	W
20	2002	R
34	2005	R
64	2009	W
20	2010	R
84	2011	W
66	2014	W
60	2019	R
129	2020	W
143	2022	W
74	2027	W
109	2032	R
17	2035	R
43	2038	R
102	2041	W
14	2043	W
146	2044	W
95	2048	W
9	2053	W
59	2058	W
47	2061	R
107	2062	W
116	2063	W
111	2065	W
100	2069	W
16	2074	R
94	2075	W
2	2078	W
143	2081	R
101	2086	W
41	2087	W
140	2092	R
19	2094	W
130	2098	R
64	2101	W
86	2103	R
86	2104	R
148	2106	R
29	2111	W
79	2112	W
128	2116	W
38	2121	W
79	2122	W
62	2123	R
97	2127	R
110	2131	R
125	2134	R
128	2137	W
35	2138	W
43	2140	R
11	2143	R
126	2148	R
4	2150	W
92	2155	W
149	2157	R
148	2162	R
149	2164	R
148	2166	W
73	2168	R
76	2169	R
5	2173	W
94	2177	R
94	2180	R
135	2183	R
48	2188	W
17	2191	R
6	2194	W
31	2195	W
95	2196	W
125	2197	R
138	2199	W
132	2202	W
39	2206	R
120	2207	R
27	2208	R
79	2209	R
73	2212	W
22	2217	W
129	2221	W
18	2224	R
129	2229	R
128	2233	R
78	2238	R
103	2240	R
39	2242	R
40	2247	R
114	2248	W
88	2251	R
37	2256	R
5	2261	R
69	2262	W
39	2266	W
55	2270	W
98	2271	W
114	2276	W
72	2278	W
114	2279	W
111	2281	W
61	2284	R
86	2288	W
97	2292	R
126	2297	R
117	2299	R
146	2303	R
136	2308	R
121	2310	W
3	2313	W
78	2318	W
65	2319	W
144	2324	R
10	2326	W
113	2329	W
134	2330	W
97	2335	R
145	2339	W
31	2342	R
137	2343	W
69	2344	R
103	2346	W
93	2350	W
97	2352	R
39	2356	R
35	2357	R
59	2358	R
56	2359	R
40	2363	R
82	2364	W
17	2365	W
122	2368	W
111	2371	W
117	2372	W
142	2376	R
64	2379	W
137	2380	R
51	2382	W
34	2383	R
99	2386	W
79	2388	W
16	2389	R
79	2390	W
125	2393	R
88	2398	W
122	2399	R
70	2404	W
97	2409	R
95	2413	R
74	2415	W
26	2419	R
67	2423	R
57	2426	W
113	2428	R
89	2430	W
111	2432	R
137	2436	W
71	2439	W
34	2444	R
48	2447	R
84	2448	W
114	2452	W
89	2457	W
30	2460	W
40	2461	W
28	2462	W
82	2464	R
66	2465	W
114	2468	R
127	2469	R
145	2470	W
36	2473	W
120	2477	W
148	2480	W
71	2485	R
58	2490	W
90	2495	R
105	2496	W
83	2497	R
141	2501	R
150	2504	W
113	2505	R
28	2510	W
27	2513	W
7	2518	W
94	2522	W
128	2524	W
80	2525	R
27	2528	R
63	2529	R
137	2533	R
86	2535	W
138	2537	R
91	2542	W
53	2545	W
15	2546	W
100	2548	R
76	2552	R
50	2553	R
63	2555	W
5	2559	W
30	2564	R
144	2567	R
68	2570	W
54	2575	R
6	2578	R
130	2582	R
87	2585	W
49	2588	W
85	2591	W
10	2592	W
94	2596	W
51	2597	W
62	2598	W
83	2599	W
63	2602	W
88	2604	R
146	2606	W
20	2608	R
21	2613	R
15	2615	W
150	2617	R
71	2622	R
49	2624	W
121	2628	W
27	2630	R
39	2634	W
95	2637	W
53	2639	W
7	2642	R
11	2644	W
67	2647	R
93	2649	R
73	2654	R
89	2655	R
101	2656	W
78	2658	R
93	2661	R
108	2665	R
116	2669	R
103	2673	W
96	2674	R
43	2678	R
123	2679	W
130	2683	R
145	2688	R
56	2693	R
80	2698	R
37	2701	W
134	2703	R
132	2705	W
138	2707	R
125	2709	W
49	2711	W
113	2712	R
1	2715	R
56	2719	R
73	2720	R
99	2724	W
130	2729	W
87	2734	R
105	2736	R
27	2737	R
37	2742	W
21	2745	W
84	2748	R
74	2753	R
115	2758	R
90	2762	W
98	2767	R
72	2770	W
141	2774	R
136	2779	W
52	2780	W
21	2781	W
62	2785	W
60	2788	W
15	2790	W
127	2794	R
132	2795	W
14	2800	W
50	2805	R
94	2809	W
136	2811	W
103	2814	W
134	2816	W
145	2818	W
29	2823	R
38	2827	R
45	2832	R
112	2837	R
128	2839	R
70	2842	R
140	2847	R
68	2851	R
104	2856	R
120	2858	W
54	2861	W
43	2866	R
149	2870	R
28	2872	R
32	2874	R
121	2878	R
84	2879	W
23	2882	W
17	2886	W
17	2888	W
77	2893	W
71	2897	W
4	2901	R
123	2906	W
47	2910	W
142	2912	W
